"gmSeason","gmDate","awayAbbr","awayDayOff","awayPTS","awayAST","awayTO","awaySTL","awayBLK","awayPF","awayFGA","awayFGM","away2PA","away2PM","away3PA","away3PM","awayFTA","awayFTM","awayORB","awayDRB","awayTRB","awayPTS1","awayPTS2","awayPTS3","awayPTS4","awayPTSEx","homeAbbr","homeDayOff","homePTS","homeAST","homeTO","homeSTL","homeBLK","homePF","homeFGA","homeFGM","home2PA","home2PM","home3PA","home3PM","homeFTA","homeFTM","homeORB","homeDRB","homeTRB","homePTS1","homePTS2","homePTS3","homePTS4","homePTSEx"
"2014-15","2014-11-30","TOR",2,122,25,8,6,6,28,104,45,70,36,34,9,31,23,14,39,53,24,25,31,29,13,"LAL",2,129,24,10,4,7,21,96,47,72,37,24,10,34,25,12,42,54,27,31,23,28,20
"2014-15","2014-12-01","SA",1,109,25,15,6,3,20,83,36,57,27,26,9,35,28,11,41,52,27,34,23,25,0,"PHI",2,103,22,12,9,3,29,89,38,60,26,29,12,25,15,8,34,42,20,26,27,30,0
"2014-15","2014-12-01","MIA",1,86,12,11,5,2,20,72,33,50,31,22,2,30,18,7,26,33,22,27,17,20,0,"WAS",2,107,29,14,7,3,23,72,39,53,29,19,10,24,19,7,35,42,30,34,17,26,0
"2014-15","2014-12-01","DEN",3,103,23,11,7,6,22,87,41,61,32,26,9,17,12,8,31,39,26,36,21,20,0,"UTA",2,101,18,14,3,7,15,84,36,66,29,18,7,30,22,14,34,48,23,20,34,24,0
"2014-15","2014-12-01","MIN",1,101,26,11,9,3,27,82,35,70,33,12,2,40,29,6,26,32,34,16,18,33,0,"LAC",2,127,33,15,5,7,26,80,41,46,26,34,15,36,30,9,41,50,31,34,36,26,0
"2014-15","2014-12-02","MIL",3,108,31,13,11,3,26,92,45,72,38,20,7,13,11,12,28,40,23,31,25,29,0,"CLE",3,111,22,19,5,5,17,73,39,52,33,21,6,38,27,7,32,39,30,22,27,32,0
"2014-15","2014-12-02","BOS",2,105,33,23,10,3,20,84,41,61,29,23,12,13,11,9,33,42,42,24,19,20,0,"ATL",3,109,36,16,8,8,14,82,43,58,32,24,11,14,12,4,27,31,30,20,30,29,0
"2014-15","2014-12-02","LAL",2,106,25,14,9,6,26,81,39,64,29,17,10,24,18,12,35,47,19,27,35,25,0,"DET",2,96,20,14,6,5,16,90,33,69,27,21,6,31,24,16,33,49,19,26,20,31,0
"2014-15","2014-12-02","BKN",2,98,22,14,7,5,20,89,39,72,33,17,6,20,14,21,28,49,27,22,28,21,0,"NY",2,93,22,14,8,3,21,81,35,53,24,28,11,14,12,13,27,40,18,27,19,29,0
"2014-15","2014-12-02","DAL",3,132,30,14,9,6,28,102,47,72,32,30,15,27,23,12,34,46,25,34,21,28,24,"CHI",2,129,38,18,5,6,22,103,47,77,39,26,8,34,27,15,37,52,26,21,27,34,21
"2014-15","2014-12-02","OKC",4,104,16,17,7,6,32,84,37,60,30,24,7,27,23,9,36,45,26,26,22,30,0,"NO",3,112,23,13,13,11,21,88,39,71,34,17,5,45,29,16,33,49,29,40,16,27,0
"2014-15","2014-12-02","POR",2,105,26,12,7,5,19,86,43,64,38,22,5,17,14,4,33,37,23,27,28,27,0,"DEN",1,103,21,14,8,2,19,81,41,61,34,20,7,19,14,7,34,41,31,25,29,18,0
"2014-15","2014-12-02","IND",3,99,20,19,8,3,24,85,41,72,37,13,4,17,13,8,33,41,28,28,23,20,0,"PHO",2,116,18,12,13,5,19,86,43,61,31,25,12,26,18,9,35,44,26,28,29,33,0
"2014-15","2014-12-02","TOR",2,117,22,13,8,3,29,88,44,65,34,23,10,21,19,13,22,35,31,26,35,25,0,"SAC",2,109,28,16,5,3,23,75,39,65,36,10,3,37,28,13,21,34,22,33,28,26,0
"2014-15","2014-12-02","ORL",2,97,19,11,11,3,17,87,39,70,33,17,6,14,13,8,32,40,25,21,29,22,0,"GS",2,98,25,15,8,5,15,82,38,55,30,27,8,18,14,13,36,49,24,32,17,25,0
"2014-15","2014-12-03","CHI",1,102,27,13,4,1,18,80,37,52,25,28,12,21,16,4,45,49,26,19,27,30,0,"CHA",4,95,17,5,5,3,21,90,36,75,34,15,2,23,21,7,35,42,24,16,31,24,0
"2014-15","2014-12-03","LAL",1,95,16,13,8,6,20,85,33,56,21,29,12,21,17,9,34,43,33,19,17,26,0,"WAS",2,111,33,11,6,3,15,93,45,74,39,19,6,19,15,12,41,53,27,27,24,33,0
"2014-15","2014-12-03","DET",1,102,20,12,7,7,23,102,37,75,29,27,8,29,20,16,39,55,23,20,15,30,14,"BOS",1,109,28,13,8,6,21,93,37,63,24,30,13,27,22,8,41,49,21,21,19,27,21
"2014-15","2014-12-03","SA",2,93,23,8,5,6,19,101,36,69,24,32,12,12,9,18,40,58,19,23,16,30,5,"BKN",1,95,20,10,2,2,10,90,37,71,28,19,9,18,12,9,45,54,19,21,28,20,7
"2014-15","2014-12-03","ATL",1,112,25,19,9,1,24,74,40,49,28,25,12,23,20,5,25,30,27,28,33,24,0,"MIA",2,102,25,19,10,4,24,64,36,48,30,16,6,32,24,4,26,30,18,29,25,30,0
"2014-15","2014-12-03","MEM",3,96,26,21,9,7,15,76,39,63,37,13,2,27,16,10,29,39,28,18,22,28,0,"HOU",4,105,22,20,14,8,26,93,41,65,31,28,10,20,13,23,29,52,34,24,36,11,0
"2014-15","2014-12-03","DAL",1,107,20,17,8,6,23,92,42,65,34,27,8,22,15,17,29,46,29,28,23,27,0,"MIL",1,105,24,19,11,2,24,73,38,62,31,11,7,32,22,8,31,39,31,33,14,27,0
"2014-15","2014-12-03","PHI",2,85,15,19,12,7,17,82,32,58,27,24,5,25,16,13,36,49,23,9,25,28,0,"MIN",2,77,17,19,8,5,21,84,30,67,27,17,3,17,14,11,39,50,13,21,22,21,0
"2014-15","2014-12-03","TOR",1,123,15,9,7,3,16,79,45,58,33,21,12,24,21,8,29,37,31,38,28,26,0,"UTA",2,104,21,8,7,5,15,87,42,59,34,28,8,15,12,13,22,35,24,29,29,22,0
"2014-15","2014-12-03","ORL",1,86,21,17,11,2,24,79,33,59,26,20,7,25,13,6,28,34,23,21,18,24,0,"LAC",2,114,32,18,11,6,17,78,42,47,30,31,12,25,18,6,38,44,31,26,27,30,0
"2014-15","2014-12-04","CLE",2,90,19,17,8,1,16,70,32,52,27,18,5,26,21,6,27,33,25,25,18,22,0,"NY",2,87,26,22,11,3,25,88,37,62,29,26,8,6,5,17,30,47,24,29,20,14,0
"2014-15","2014-12-04","IND",2,82,19,17,5,5,19,91,36,73,31,18,5,8,5,11,40,51,14,19,26,23,0,"POR",2,88,20,12,9,5,16,83,33,62,29,21,4,23,18,5,43,48,16,22,24,26,0
"2014-15","2014-12-04","NO",2,85,23,17,8,4,15,89,37,74,34,15,3,13,8,10,37,47,28,12,26,19,0,"GS",2,112,31,9,11,8,8,100,47,78,37,22,10,17,8,18,38,56,22,31,27,32,0
"2014-15","2014-12-05","NY",1,102,23,6,5,4,21,79,37,57,27,22,10,22,18,4,30,34,21,24,24,33,0,"CHA",2,103,19,7,2,7,20,88,42,70,38,18,4,18,15,10,31,41,31,26,28,18,0
"2014-15","2014-12-05","OKC",3,103,27,17,7,8,24,71,35,48,26,23,9,31,24,6,34,40,31,26,25,21,0,"PHI",2,91,25,19,13,2,24,84,32,56,24,28,8,30,19,19,25,44,24,23,20,24,0
"2014-15","2014-12-05","DEN",3,89,16,19,8,7,22,82,31,60,26,22,5,30,22,10,26,36,28,18,23,20,0,"WAS",2,119,35,16,12,11,20,85,45,65,38,20,7,27,22,14,38,52,30,35,25,29,0
"2014-15","2014-12-05","LAL",2,96,14,12,2,4,18,92,38,76,32,16,6,19,14,7,31,38,20,28,22,26,0,"BOS",2,113,29,17,6,2,19,90,46,70,38,20,8,22,13,10,44,54,30,23,33,27,0
"2014-15","2014-12-05","ATL",2,98,22,11,12,4,22,81,35,47,22,34,13,24,15,6,40,46,16,36,26,20,0,"BKN",2,75,16,19,4,2,21,80,30,62,27,18,3,19,12,9,42,51,18,13,24,20,0
"2014-15","2014-12-05","CLE",1,105,28,13,7,2,21,84,41,64,32,20,9,21,14,15,33,48,30,21,25,29,0,"TOR",2,91,25,11,4,4,17,86,35,62,27,24,8,20,13,14,26,40,21,23,20,27,0
"2014-15","2014-12-05","SA",2,107,25,14,5,8,22,84,40,59,26,25,14,16,13,12,32,44,25,33,20,29,0,"MEM",2,101,19,10,4,7,19,80,37,68,32,12,5,26,22,7,30,37,14,32,22,33,0
"2014-15","2014-12-05","HOU",2,114,19,23,3,3,28,78,38,46,26,32,12,31,26,7,35,42,33,22,28,22,9,"MIN",2,112,23,14,12,5,26,97,45,87,42,10,3,27,19,14,29,43,24,33,17,31,7
"2014-15","2014-12-05","PHO",3,118,27,13,5,3,25,80,45,54,32,26,13,17,15,7,34,41,40,29,24,25,0,"DAL",2,106,13,11,5,1,16,88,40,69,36,19,4,30,22,16,28,44,27,30,29,20,0
"2014-15","2014-12-05","MIA",2,85,21,18,16,3,22,68,30,50,23,18,7,27,18,3,17,20,30,20,21,14,0,"MIL",2,109,21,25,11,3,26,69,39,53,30,16,9,26,22,12,33,45,25,29,26,29,0
"2014-15","2014-12-05","ORL",2,98,15,9,6,3,20,74,37,57,30,17,7,20,17,9,29,38,24,29,18,27,0,"UTA",2,93,23,12,4,6,21,79,36,63,28,16,8,21,13,13,28,41,21,20,23,29,0
"2014-15","2014-12-05","IND",1,101,18,9,10,5,33,96,36,70,30,26,6,29,23,9,34,43,20,25,27,24,5,"SAC",3,102,16,15,6,2,24,83,36,73,34,10,2,40,28,11,38,49,34,22,24,16,6
"2014-15","2014-12-06","PHI",1,108,27,19,12,8,27,87,40,64,33,23,7,30,21,12,41,53,30,24,23,23,8,"DET",3,101,22,19,11,6,24,87,34,64,28,23,6,35,27,12,35,47,28,23,31,18,1
"2014-15","2014-12-06","GS",2,112,27,11,14,6,21,89,40,59,28,30,12,25,20,15,25,40,28,33,18,33,0,"CHI",3,102,24,23,6,3,23,83,36,62,29,21,7,27,23,17,33,50,22,27,31,22,0
"2014-15","2014-12-06","PHO",1,95,16,13,14,8,20,93,34,65,27,28,7,26,20,16,24,40,18,23,26,28,0,"HOU",1,100,16,24,7,7,23,81,33,54,22,27,11,31,23,19,38,57,35,25,20,20,0
"2014-15","2014-12-06","MIN",1,101,20,8,10,2,22,83,35,67,29,16,6,32,25,8,25,33,23,28,25,25,0,"SA",1,123,30,17,5,6,24,82,47,64,40,18,7,25,22,8,35,43,31,37,28,27,0
"2014-15","2014-12-06","ORL",1,105,26,11,4,5,25,83,42,57,33,26,9,14,12,10,30,40,27,25,25,28,0,"SAC",1,96,22,11,5,2,16,79,35,64,31,15,4,28,22,9,26,35,27,22,17,30,0
"2014-15","2014-12-06","NO",2,100,26,11,4,2,18,80,38,57,30,23,8,25,16,12,33,45,18,36,24,22,0,"LAC",3,120,34,7,7,6,20,78,43,46,26,32,17,24,17,6,32,38,34,20,39,27,0
"2014-15","2014-12-07","WAS",2,93,21,19,5,8,20,93,34,66,23,27,11,21,14,16,36,52,15,21,23,34,0,"BOS",2,101,20,16,10,7,21,88,36,71,28,17,8,26,21,9,40,49,24,29,24,24,0
"2014-15","2014-12-07","DEN",2,84,25,14,9,4,22,93,34,58,28,35,6,13,10,16,36,52,21,15,30,18,0,"ATL",2,96,26,12,9,4,15,87,36,60,26,27,10,19,14,11,32,43,32,25,20,19,0
"2014-15","2014-12-07","MIA",2,87,21,11,10,2,12,80,39,64,34,16,5,8,4,10,20,30,26,22,27,12,0,"MEM",2,103,24,14,7,4,14,73,43,60,35,13,8,11,9,7,31,38,28,27,27,21,0
"2014-15","2014-12-07","OKC",2,96,20,15,5,7,24,87,39,66,33,21,6,17,12,16,34,50,25,23,29,19,0,"DET",1,94,25,14,5,1,21,76,34,53,27,23,7,28,19,8,31,39,33,22,20,19,0
"2014-15","2014-12-07","MIL",2,102,17,19,7,4,18,84,42,69,38,15,4,17,14,11,25,36,21,25,25,31,0,"DAL",2,125,29,11,14,8,14,84,49,53,37,31,12,19,15,8,28,36,32,27,31,35,0
"2014-15","2014-12-07","POR",3,103,21,10,8,2,17,85,36,57,26,28,10,29,21,16,28,44,25,28,30,20,0,"NY",2,99,20,14,6,4,23,79,41,60,36,19,5,14,12,4,33,37,20,30,25,24,0
"2014-15","2014-12-07","NO",1,104,28,16,2,4,14,83,43,65,35,18,8,15,10,9,41,50,22,28,29,25,0,"LAL",2,87,18,7,4,6,15,90,36,71,31,19,5,15,10,7,27,34,16,24,19,28,0
"2014-15","2014-12-08","ATL",1,108,27,16,11,7,20,77,40,56,31,21,9,27,19,6,41,47,28,32,25,23,0,"IND",3,92,23,17,6,2,22,84,37,57,28,27,9,17,9,8,34,42,18,25,21,28,0
"2014-15","2014-12-08","BOS",1,132,27,17,17,4,30,102,47,80,38,22,9,32,29,14,32,46,29,16,31,34,22,"WAS",1,133,32,23,10,3,26,94,49,78,42,16,7,34,28,11,38,49,30,28,34,18,23
"2014-15","2014-12-08","CLE",3,110,25,14,10,5,17,90,43,65,34,25,9,22,15,20,35,55,22,28,35,25,0,"BKN",3,88,25,12,6,2,18,81,36,62,32,19,4,19,12,10,23,33,25,24,18,21,0
"2014-15","2014-12-08","DEN",1,107,21,15,7,2,28,104,43,74,33,30,10,15,11,19,30,49,30,22,29,21,5,"TOR",3,112,21,16,4,10,16,81,41,48,32,33,9,29,21,8,36,44,35,27,20,20,10
"2014-15","2014-12-08","GS",2,102,24,17,15,7,18,91,42,69,37,22,5,14,13,15,36,51,25,23,31,23,0,"MIN",2,86,22,19,12,4,10,89,32,78,30,11,2,29,20,19,31,50,20,19,24,23,0
"2014-15","2014-12-08","UTA",3,92,20,13,7,7,26,79,32,62,29,17,3,37,25,11,24,35,31,18,19,24,0,"SAC",2,101,18,17,8,2,24,74,35,66,32,8,3,36,28,10,35,45,23,32,13,33,0
"2014-15","2014-12-08","PHO",2,120,32,17,9,3,28,91,44,54,28,37,16,20,16,7,36,43,28,29,23,32,8,"LAC",2,121,27,11,7,5,22,96,44,65,35,31,9,30,24,10,35,45,28,32,29,23,9
"2014-15","2014-12-09","TOR",1,101,26,15,4,3,24,82,42,59,35,23,7,10,10,12,23,35,33,30,25,13,0,"CLE",1,105,27,12,4,5,17,79,39,53,30,26,9,21,18,12,19,31,26,29,26,24,0
"2014-15","2014-12-09","POR",2,98,25,13,4,7,12,84,41,63,32,21,9,8,7,10,37,47,33,22,21,22,0,"DET",2,86,23,9,7,2,8,97,34,75,29,22,5,16,13,17,30,47,22,24,16,24,0
"2014-15","2014-12-09","DAL",2,105,19,16,4,7,22,85,38,45,20,40,18,14,11,12,31,43,37,25,17,26,0,"MEM",2,114,20,5,10,1,17,85,41,71,34,14,7,29,25,12,29,41,34,22,36,22,0
"2014-15","2014-12-09","NY",2,93,19,13,8,8,20,78,37,59,28,19,9,13,10,6,24,30,27,25,21,20,0,"NO",2,104,22,11,7,8,14,80,40,65,36,15,4,26,20,12,31,43,28,26,23,27,0
"2014-15","2014-12-09","MIL",2,101,19,14,8,2,25,84,34,63,30,21,4,35,29,9,22,31,31,21,26,23,0,"OKC",2,114,23,20,10,6,28,82,41,61,37,21,4,34,28,15,39,54,26,35,26,27,0
"2014-15","2014-12-09","MIA",2,103,25,12,14,4,14,80,43,63,34,17,9,12,8,9,25,34,28,18,27,30,0,"PHO",1,97,24,23,7,5,20,77,37,42,20,35,17,9,6,10,27,37,25,26,21,25,0
"2014-15","2014-12-09","SA",3,96,23,13,12,8,21,84,39,64,35,20,4,23,14,11,26,37,22,21,29,24,0,"UTA",1,100,18,19,5,7,23,80,40,66,36,14,4,22,16,8,35,43,21,23,34,22,0
"2014-15","2014-12-09","SAC",1,95,20,16,3,3,25,70,32,55,25,15,7,37,24,9,39,48,29,26,26,14,0,"LAL",2,98,27,5,9,6,23,96,38,71,33,25,5,25,17,14,31,45,24,22,32,20,0
"2014-15","2014-12-10","BOS",2,87,26,15,3,1,27,87,38,64,33,23,5,10,6,6,39,45,16,29,21,21,0,"CHA",5,96,18,11,5,3,14,84,35,70,32,14,3,29,23,7,37,44,22,18,33,23,0
"2014-15","2014-12-10","LAC",2,103,25,13,7,7,17,88,42,64,35,24,7,14,12,10,40,50,33,21,28,21,0,"IND",2,96,27,12,6,1,18,89,35,62,26,27,9,22,17,12,31,43,25,24,16,31,0
"2014-15","2014-12-10","WAS",2,91,26,10,5,5,13,81,41,69,36,12,5,9,4,8,33,41,26,19,22,24,0,"ORL",4,89,13,10,7,7,12,84,38,69,31,15,7,9,6,8,31,39,21,23,31,14,0
"2014-15","2014-12-10","PHI",4,79,21,18,10,10,18,72,30,47,24,25,6,22,13,7,32,39,21,17,20,21,0,"ATL",2,95,26,18,15,1,16,91,38,61,28,30,10,13,9,16,36,52,25,22,21,27,0
"2014-15","2014-12-10","BKN",2,80,16,11,9,5,25,88,29,74,26,14,3,24,19,15,29,44,25,26,17,12,0,"CHI",4,105,21,16,6,11,18,79,37,57,29,22,8,32,23,15,42,57,20,31,26,28,0
"2014-15","2014-12-10","POR",1,82,20,20,7,10,25,80,31,45,21,35,10,12,10,11,27,38,16,20,15,31,0,"MIN",2,90,22,18,13,3,19,81,32,69,31,12,1,33,25,20,36,56,20,24,22,24,0
"2014-15","2014-12-10","NY",1,95,22,17,4,1,25,76,37,61,31,15,6,17,15,10,26,36,26,26,21,22,0,"SA",1,109,22,10,10,4,16,73,37,54,27,19,10,30,25,8,27,35,29,27,38,15,0
"2014-15","2014-12-10","NO",1,107,16,12,5,3,20,88,40,70,33,18,7,24,20,16,29,45,15,36,27,29,0,"DAL",1,112,17,9,5,5,18,83,44,62,35,21,9,17,15,5,24,29,25,22,30,35,0
"2014-15","2014-12-10","HOU",4,93,15,15,9,2,17,90,37,55,28,35,9,15,10,12,32,44,30,16,30,17,0,"GS",2,105,21,15,9,5,16,81,40,58,32,23,8,20,17,6,37,43,23,23,27,32,0
"2014-15","2014-12-10","MIA",1,82,18,11,1,6,20,82,30,60,23,22,7,21,15,16,26,42,21,27,14,20,0,"DEN",2,102,21,10,7,4,18,85,38,62,30,23,8,27,18,17,33,50,22,26,31,23,0
"2014-15","2014-12-11","CLE",2,94,20,15,5,4,20,85,31,57,22,28,9,30,23,15,33,48,26,21,19,28,0,"OKC",2,103,22,11,9,11,23,87,38,61,31,26,7,22,20,11,35,46,18,29,31,25,0
"2014-15","2014-12-11","HOU",1,113,18,14,13,3,27,95,38,51,23,44,15,31,22,14,28,42,16,20,25,34,18,"SAC",2,109,22,22,8,4,23,84,39,66,31,18,8,34,23,11,33,44,26,20,23,26,14
"2014-15","2014-12-12","POR",2,106,20,11,3,5,17,88,43,64,31,24,12,11,8,11,26,37,28,23,27,28,0,"CHI",2,115,18,8,5,3,11,88,44,73,39,15,5,28,22,14,33,47,24,35,23,33,0
"2014-15","2014-12-12","LAC",2,96,14,18,7,2,20,75,32,55,26,20,6,31,26,12,25,37,21,21,25,29,0,"WAS",2,104,28,16,10,6,25,80,39,64,30,16,9,21,17,9,28,37,30,27,23,24,0
"2014-15","2014-12-12","ORL",2,81,14,19,3,4,27,77,30,51,21,26,9,16,12,9,37,46,26,14,24,17,0,"ATL",2,87,24,12,12,3,12,78,29,49,20,29,9,27,20,5,37,42,29,11,24,23,0
"2014-15","2014-12-12","NY",2,101,26,13,13,5,20,81,40,65,34,16,6,18,15,11,29,40,26,25,24,26,0,"BOS",2,95,28,18,3,3,18,85,37,63,30,22,7,18,14,12,29,41,19,27,23,26,0
"2014-15","2014-12-12","PHI",2,70,18,24,10,4,20,69,22,41,11,28,11,20,15,10,27,37,18,27,15,10,0,"BKN",2,88,25,17,16,5,15,81,36,61,31,20,5,17,11,13,34,47,22,22,19,25,0
"2014-15","2014-12-12","IND",2,94,24,12,4,7,22,80,33,58,25,22,8,23,20,6,33,39,20,22,30,22,0,"TOR",3,106,21,10,2,3,23,91,38,65,28,26,10,22,20,16,36,52,28,25,27,26,0
"2014-15","2014-12-12","CHA",2,107,16,15,8,11,29,98,41,81,35,17,6,27,19,13,36,49,21,24,27,20,15,"MEM",3,113,21,20,7,9,22,85,39,72,33,13,6,38,29,7,40,47,26,21,22,23,21
"2014-15","2014-12-12","OKC",1,111,23,19,11,6,23,88,45,64,39,24,6,20,15,16,31,47,39,31,23,18,0,"MIN",2,92,21,16,11,9,16,78,36,71,35,7,1,29,19,9,22,31,21,28,28,15,0
"2014-15","2014-12-12","CLE",1,114,22,6,6,6,19,89,44,67,36,22,8,23,18,11,29,40,33,26,17,38,0,"NO",2,119,21,8,5,6,15,79,44,51,32,28,12,25,19,6,33,39,33,31,25,30,0
"2014-15","2014-12-12","DET",3,105,17,18,11,3,18,84,40,69,36,15,4,27,21,13,34,47,28,27,20,30,0,"PHO",3,103,16,17,11,5,24,83,39,52,29,31,10,19,15,10,27,37,28,24,24,27,0
"2014-15","2014-12-12","MIA",2,100,19,9,6,3,16,72,36,52,29,20,7,31,21,7,28,35,29,33,16,22,0,"UTA",3,95,16,14,4,6,18,77,34,49,26,28,8,22,19,12,32,44,24,23,27,21,0
"2014-15","2014-12-12","LAL",3,112,27,15,11,4,19,96,44,72,32,24,12,15,12,14,35,49,25,29,32,15,11,"SA",2,110,23,19,10,5,16,90,42,59,30,31,12,21,14,12,35,47,25,25,25,26,9
"2014-15","2014-12-13","GS",3,105,21,14,7,7,24,83,37,51,27,32,10,27,21,9,36,45,39,27,21,18,0,"DAL",3,98,14,15,11,0,23,89,36,64,31,25,5,30,21,17,36,53,18,26,24,30,0
"2014-15","2014-12-13","BKN",1,114,29,14,4,4,24,72,42,49,26,23,16,20,14,4,39,43,32,20,33,29,0,"CHA",1,87,16,6,3,4,19,79,31,57,23,22,8,27,17,9,25,34,17,25,17,28,0
"2014-15","2014-12-13","POR",1,95,21,12,9,5,21,90,40,73,35,17,5,12,10,11,35,46,22,36,24,13,0,"IND",1,85,16,13,8,2,18,88,34,73,30,15,4,16,13,12,37,49,23,15,28,19,0
"2014-15","2014-12-13","ATL",1,99,24,11,4,4,19,84,35,57,27,27,8,24,21,9,32,41,23,25,24,27,0,"ORL",1,100,26,15,6,6,15,74,37,53,27,21,10,21,16,7,29,36,18,29,25,28,0
"2014-15","2014-12-13","LAC",1,106,24,13,8,3,24,91,39,62,25,29,14,19,14,10,25,35,28,14,29,35,0,"MIL",4,111,25,16,3,4,19,76,43,65,36,11,7,24,18,6,33,39,26,25,21,39,0
"2014-15","2014-12-13","MEM",1,120,33,15,9,4,24,93,45,67,34,26,11,27,19,9,33,42,21,22,25,41,11,"PHI",1,115,22,17,11,4,24,82,40,54,29,28,11,34,24,10,35,45,28,22,30,29,6
"2014-15","2014-12-13","DEN",3,96,24,16,7,7,26,96,36,68,29,28,7,26,17,15,36,51,31,17,25,23,0,"HOU",2,108,20,15,8,7,21,88,39,54,29,34,10,34,20,13,39,52,21,33,26,28,0
"2014-15","2014-12-13","DET",1,95,22,15,10,9,18,79,35,59,29,20,6,23,19,8,35,43,23,20,24,28,0,"SAC",2,90,21,17,4,7,18,93,33,64,22,29,11,19,13,22,33,55,24,22,14,30,0
"2014-15","2014-12-14","GS",1,128,22,20,7,9,19,86,44,62,33,24,11,35,29,8,38,46,28,32,29,22,17,"NO",2,122,22,14,14,6,27,101,47,74,39,27,8,25,20,12,32,44,31,20,38,22,11
"2014-15","2014-12-14","CHI",2,93,21,20,4,8,18,71,33,53,24,18,9,21,18,8,36,44,14,25,33,21,0,"MIA",2,75,12,15,13,5,22,80,28,58,24,22,4,18,15,13,27,40,18,14,16,27,0
"2014-15","2014-12-14","UTA",2,84,13,17,8,7,18,78,30,61,25,17,5,28,19,12,33,45,24,18,16,26,0,"WAS",2,93,20,15,11,9,21,84,41,71,37,13,4,12,7,10,31,41,22,15,30,26,0
"2014-15","2014-12-14","LAL",2,100,22,11,10,5,17,81,34,64,29,17,5,34,27,11,34,45,22,27,22,29,0,"MIN",2,94,25,14,6,3,21,90,38,80,35,10,3,20,15,14,32,46,19,25,25,25,0
"2014-15","2014-12-14","PHO",2,88,21,11,11,3,22,99,34,68,27,31,7,18,13,14,26,40,29,19,16,24,0,"OKC",2,112,20,19,7,5,19,80,39,62,35,18,4,34,30,14,49,63,41,29,19,23,0
"2014-15","2014-12-14","TOR",2,95,24,24,14,2,25,78,36,54,27,24,9,18,14,9,33,42,27,18,27,14,9,"NY",2,90,15,25,11,4,22,78,29,49,20,29,9,28,23,12,31,43,27,19,21,19,4
"2014-15","2014-12-14","SA",2,99,26,13,9,11,20,74,34,58,29,16,5,35,26,11,32,43,20,25,26,28,0,"DEN",1,91,20,21,10,4,29,83,34,67,26,16,8,21,15,15,30,45,22,12,27,30,0
"2014-15","2014-12-15","CHA",2,88,22,10,4,5,14,83,38,67,33,16,5,14,7,5,32,37,17,28,23,20,0,"CLE",3,97,28,11,10,5,14,83,38,59,29,24,9,17,12,8,35,43,34,20,26,17,0
"2014-15","2014-12-15","LAL",1,91,14,9,10,5,20,88,29,62,19,26,10,29,23,11,27,38,15,12,31,33,0,"IND",2,110,21,14,7,2,20,83,40,66,33,17,7,27,23,11,42,53,34,26,29,21,0
"2014-15","2014-12-15","BOS",3,105,26,22,15,5,23,86,38,61,32,25,6,35,23,16,36,52,30,27,31,17,0,"PHI",2,87,19,23,11,9,28,93,33,65,29,28,4,21,17,16,32,48,25,13,26,23,0
"2014-15","2014-12-15","CHI",1,86,18,16,3,6,17,93,35,64,29,29,6,14,10,15,42,57,22,22,20,22,0,"ATL",2,93,26,10,10,7,17,83,36,62,29,21,7,17,14,5,35,40,28,22,23,20,0
"2014-15","2014-12-15","ORL",2,82,13,19,5,7,19,74,36,59,32,15,4,8,6,6,30,36,25,27,13,17,0,"TOR",1,95,25,13,8,4,14,83,37,53,26,30,11,15,10,12,27,39,28,16,27,24,0
"2014-15","2014-12-15","MIL",2,96,23,21,10,1,27,73,35,57,27,16,8,22,18,5,28,33,14,30,23,29,0,"PHO",1,94,17,23,12,5,24,75,30,37,18,38,12,27,22,16,26,42,26,27,19,22,0
"2014-15","2014-12-15","SA",1,95,19,15,5,4,21,78,38,67,34,11,4,22,15,9,33,42,20,23,25,27,0,"POR",2,108,18,11,8,2,19,89,41,71,34,18,7,22,19,11,35,46,23,25,28,32,0
"2014-15","2014-12-15","DET",2,91,23,18,10,3,19,83,35,56,27,27,8,22,13,17,24,41,27,17,19,28,0,"LAC",2,113,35,15,9,3,21,80,43,56,31,24,12,20,15,12,29,41,29,26,31,27,0
"2014-15","2014-12-16","MIN",2,95,17,10,7,5,18,81,36,73,33,8,3,35,20,11,30,41,16,20,33,26,0,"WAS",2,109,29,10,7,8,25,86,43,69,33,17,10,18,13,10,36,46,27,19,28,35,0
"2014-15","2014-12-16","MIA",2,95,20,18,9,2,23,72,33,48,24,24,9,26,20,7,34,41,33,22,21,19,0,"BKN",3,91,25,17,9,2,26,77,30,49,22,28,8,32,23,11,26,37,25,20,21,25,0
"2014-15","2014-12-16","GS",2,98,18,14,9,11,19,95,39,64,30,31,9,12,11,15,34,49,30,19,20,29,0,"MEM",3,105,24,13,9,4,16,92,42,78,37,14,5,19,16,10,38,48,24,33,23,25,0
"2014-15","2014-12-16","UTA",2,111,19,15,6,7,18,90,45,75,40,15,5,19,16,18,19,37,26,30,33,22,0,"NO",2,119,24,16,9,9,20,79,47,63,39,16,8,18,17,9,23,32,20,33,25,41,0
"2014-15","2014-12-16","DAL",3,107,30,17,9,4,14,83,42,50,27,33,15,8,8,10,31,41,36,18,27,26,0,"NY",2,87,23,15,11,5,13,84,37,63,32,21,5,10,8,10,25,35,24,20,24,19,0
